,driver_id,trip_count,total_trip_duration,total_trip_distance,number of days
3022,2a037d9200cd922c29b78accb0c5b0981bc58ba818f37e99388a2062bf86cfca,1,2046.0,6.599999999999993,3
3023,2a074d3dd5e905c0788c587e49b3f3f15109bbe8e6f838d13df5b20f7ae1614d,18,15959.0,57.32999999999997,5
3024,2a089b47e1052a73d9145a34792de6eb8f58026503e0ef7c05cb7b451fc4b358,5,5020.0,29.439999999999994,3
3025,2a0c092bbb4a7a56dbfc57fce8d89b0c09bec6782ffa433602a43aa7482dc677,32,72056.0,343.74999999999994,15
3026,2a0f6ba8694ded12564a62bc1aa99e0f47eb49ffbdf2b0aea81da3f9d19bd03f,14,22534.0,57.330000000000055,15
3027,2a12a830afa2030e94c590973e4263195a6eb49e4abd3b682380e4d9a6bbdf12,68,84006.0,328.83999999999975,16
3028,2a156994fa3e4f355638229e5d39095313e7788702ecfce3f74b87b8a4df2b79,109,66933.0,230.79999999999998,15
3029,2a1697cc381cfbb4ffefb648ac86906219d8d593d4e3856dea8df55737f8afab,4,5384.0,30.619999999999983,11
3030,2a18298e5e510c86975d0a695a06350331c53e7dcd6321a2007282bd034a2cf5,5,3654.0,19.249999999999993,9
3031,2a19129f672f68499f6e1d0e932914031aa4a393a739689a55dce7201e4c0e32,1,3407.0,3.5399999999999987,2
3032,2a1c64ddfa25b18a5db38a5d897d568b34860d75401dc6a04587e117486c5219,3,4976.0,23.359999999999985,3
3033,2a212876da21a12524bca4b7e0629f0f8db63ef03c4c0fb6a223d5a1a0474d68,36,80199.0,245.60999999999973,12
3034,2a2251465706c211dd67ccf2eb702cd85b88c58aaa91072ffb2a8f5e0c1e4b14,5,7139.0,31.149999999999977,5
3035,2a251c77bfa5a3f98bc2149d8031ecc1fb91d6e1db80fab1d6e75cff6aa047d2,1,2011.0,11.639999999999995,1
3036,2a26c27c8f69796ab1a1ea7cc589eb85cb4cc97aa64da834ef5cb7988fd62905,17,33735.0,127.3099999999999,12
3037,2a2d45eb548efcb86b1c1552dcf3f8a583f4c27f0bd84c9f5511b7168b29f832,41,63248.0,209.28999999999985,10
3038,2a31dee3cd372662b4b6e4859f945590ef9f55230c86a70ce59cb05d693fd7cb,31,76492.0,291.49999999999983,13
3039,2a32e61a41312f54e5e1e87bdc174035ac2119b06bbdfc6bfef41210da6b09fc,5,2193.0,9.06,3
3040,2a333c26511bfe1e76cd9b9593754e4c78c2ada0dde6564cd7db0a5e1a76c5b3,3,2781.0,2.5700000000000003,5
3041,2a3687065f6d62af0f121c21c777480d82441bf7d72b99b38ff8c0afbff98bb4,18,28220.0,107.49999999999993,6
3042,2a39cd103a71154b91db73e62d35c3b6d89b545d8af270a216f832f796276c06,12,16178.0,50.98999999999998,5
3043,2a3ab13b2fbe6d0b774d91f1a808679091bfb1d1495b24dbb0a05b9d76a12809,2,2670.0,11.269999999999996,2
3044,2a40a461445d7fa538269e2b50502aa6f8bfa932a01892ad5316ab6d0e36d9dc,16,39932.0,135.43999999999994,12
3045,2a434060b0558c30336e154d42ea05da67d4e8c6cb60d8487dc9469e8f07f014,4,4857.0,31.279999999999987,8
3046,2a43ad2620077a1ee476364b862baf961fbce6befa1205fd786f8219cf47c8ee,8,14844.0,53.24999999999996,4
3047,2a48c60e6638b4f50ed9ec7799a0d1ffe9f64633e8e1a2830fe4a8d59bb73f75,7,6309.0,21.109999999999996,2
3048,2a49bfb9a50d6dd66399e601e02cf971eb9652d317b03502e7d3b802c6791607,14,34786.0,89.22999999999995,10
3049,2a49f9dfe69edb367bfaa762701bf92be0a00a0a1869ff4dc398e5593e6a6905,4,2274.0,7.89,7
3050,2a4db579188068dd49f2d980d63bbece4e79250663d38174a87565cfd3898c28,10,26329.0,80.48999999999995,6
3051,2a50ac545f30b02200c4f18f694ce7e0ce691e9f509c38d8beebf3b4dd046b53,3,6885.0,3.46,7
